Active,Confirmed,Country/Region,Date,Deaths,Lat,Long,Province/State,Recovered,WHO Region
872,2030,Croatia,2020-04-26,55,45.1,15.2,,1103,Europe
814,1369,Cuba,2020-04-26,54,21.521757,-77.78116700000002,,501,Americas
655,817,Cyprus,2020-04-26,14,35.1264,33.4299,,148,Europe
4639,7404,Czechia,2020-04-26,220,49.8175,15.472999999999999,,2545,Europe
9,187,Denmark,2020-04-26,0,61.8926,-6.9118,Faroe Islands,178,Europe
0,11,Greenland,2020-04-26,0,71.7069,-42.6043,Greenland,11,Europe
2348,8575,Denmark,2020-04-26,422,56.2639,9.5018,,5805,Europe
610,1023,Djibouti,2020-04-26,2,11.8251,42.5903,,411,Eastern Mediterranean
4947,6135,Dominican Republic,2020-04-26,278,18.7357,-70.1627,,910,Americas
20777,22719,Ecuador,2020-04-26,576,-1.8312,-78.1834,,1366,Americas
3041,4534,Egypt,2020-04-26,317,26.820553000000004,30.802497999999996,,1176,Eastern Mediterranean
207,298,El Salvador,2020-04-26,8,13.7942,-88.8965,,83,Americas
249,258,Equatorial Guinea,2020-04-26,1,1.6508,10.2679,,8,Africa
26,39,Eritrea,2020-04-26,0,15.1794,39.7823,,13,Africa
1361,1643,Estonia,2020-04-26,49,58.5953,25.0136,,233,Europe
48,59,Eswatini,2020-04-26,1,-26.5225,31.4659,,10,Africa
79,123,Ethiopia,2020-04-26,3,9.145,40.4897,,41,Africa
6,18,Fiji,2020-04-26,0,-17.7134,178.065,,12,Western Pacific
1886,4576,Finland,2020-04-26,190,61.92411,25.748151,,2500,Europe
23,111,France,2020-04-26,1,3.9339,-53.1258,French Guiana,87,Europe
16,57,France,2020-04-26,0,-17.6797,149.4068,French Polynesia,41,Europe
55,149,France,2020-04-26,12,16.265,-61.551,Guadeloupe,82,Europe
253,401,France,2020-04-26,4,-12.8275,45.166244,Mayotte,144,Europe
1,18,France,2020-04-26,0,-20.904304999999997,165.618042,New Caledonia,17,Europe
117,417,France,2020-04-26,0,-21.1151,55.5364,Reunion,300,Europe
0,6,France,2020-04-26,0,17.9,-62.8333,Saint Barthelemy,6,Europe
11,38,France,2020-04-26,3,18.0708,-63.0501,St Martin,24,Europe
84,175,France,2020-04-26,14,14.6415,-61.0242,Martinique,77,Europe
93897,160847,France,2020-04-26,22825,46.2276,2.2137,,44125,Europe
143,176,Gabon,2020-04-26,3,-0.8037,11.6094,,30,Africa
1,10,Gambia,2020-04-26,1,13.4432,-15.3101,,8,Africa
331,486,Georgia,2020-04-26,6,42.3154,43.3569,,149,Europe
39794,157770,Germany,2020-04-26,5976,51.165690999999995,10.451526,,112000,Europe
1384,1550,Ghana,2020-04-26,11,7.9465,-1.0232,,155,Africa
1806,2517,Greece,2020-04-26,134,39.0742,21.8243,,577,Europe
436,500,Guatemala,2020-04-26,15,15.7835,-90.2308,,49,Americas
781,996,Guinea,2020-04-26,7,9.9456,-9.6966,,208,Africa
54,74,Guyana,2020-04-26,8,4.860416000000002,-58.93018000000001,,12,Americas
61,74,Haiti,2020-04-26,6,18.9712,-72.2852,,7,Americas
7,9,Holy See,2020-04-26,0,41.9029,12.4534,,2,Europe
503,627,Honduras,2020-04-26,59,15.2,-86.2419,,65,Americas
1743,2500,Hungary,2020-04-26,272,47.1625,19.5033,,485,Europe
174,1792,Iceland,2020-04-26,10,64.9631,-19.0208,,1608,Europe
20486,27890,India,2020-04-26,881,20.593684,78.96288,,6523,South-East Asia
7032,8882,Indonesia,2020-04-26,743,-0.7893,113.9213,,1107,South-East Asia
15114,90481,Iran,2020-04-26,5710,32.427908,53.68804599999999,,69657,Eastern Mediterranean
470,1820,Iraq,2020-04-26,87,33.223191,43.679291,,1263,Eastern Mediterranean
8942,19262,Ireland,2020-04-26,1087,53.1424,-7.6921,,9233,Europe
8511,15443,Israel,2020-04-26,201,31.046051000000002,34.851612,,6731,Europe
106103,197675,Italy,2020-04-26,26644,41.87194,12.56738,,64928,Europe
315,350,Jamaica,2020-04-26,7,18.1096,-77.2975,,28,Americas
11201,13405,Japan,2020-04-26,395,36.204824,138.252924,,1809,Western Pacific
103,447,Jordan,2020-04-26,7,31.24,36.51,,337,Eastern Mediterranean
2010,2717,Kazakhstan,2020-04-26,25,48.0196,66.9237,,682,Europe
235,355,Kenya,2020-04-26,14,-0.0236,37.9062,,106,Africa
1731,10738,South Korea,2020-04-26,243,35.90775700000001,127.766922,,8764,Western Pacific
2249,3075,Kuwait,2020-04-26,20,29.311659999999996,47.481766,,806,Eastern Mediterranean
304,682,Kyrgyzstan,2020-04-26,8,41.20438,74.766098,,370,Europe
533,812,Latvia,2020-04-26,12,56.8796,24.6032,,267,Europe
538,707,Lebanon,2020-04-26,24,33.8547,35.8623,,145,Eastern Mediterranean
87,124,Liberia,2020-04-26,12,6.4280550000000005,-9.429499,,25,Africa
2,82,Liechtenstein,2020-04-26,1,47.14,9.55,,79,Europe
930,1438,Lithuania,2020-04-26,41,55.1694,23.8813,,467,Europe
531,3723,Luxembourg,2020-04-26,88,49.8153,6.1296,,3104,Europe
53,124,Madagascar,2020-04-26,0,-18.766947000000002,46.869107,,71,Africa
1820,5780,Malaysia,2020-04-26,98,4.210483999999999,101.97576600000001,,3862,Western Pacific
197,214,Maldives,2020-04-26,0,3.2028,73.2207,,17,South-East Asia
162,448,Malta,2020-04-26,4,35.9375,14.3754,,282,Europe
0,7,Mauritania,2020-04-26,1,21.0079,-10.9408,,6,Africa
24,332,Mauritius,2020-04-26,9,-20.348404000000002,57.552152,,299,Africa
4972,14677,Mexico,2020-04-26,1351,23.6345,-102.5528,,8354,Americas
2417,3408,Moldova,2020-04-26,96,47.4116,28.3699,,895,Europe
48,94,Monaco,2020-04-26,4,43.7333,7.4167,,42,Europe
29,38,Mongolia,2020-04-26,0,46.8625,103.8467,,9,Western Pacific
161,321,Montenegro,2020-04-26,7,42.708678000000006,19.37439,,153,Europe
3311,4065,Morocco,2020-04-26,161,31.7917,-7.0926,,593,Eastern Mediterranean
8,16,Namibia,2020-04-26,0,-22.9576,18.4904,,8,Africa
36,52,Nepal,2020-04-26,0,28.1667,84.25,,16,South-East Asia
25,100,Netherlands,2020-04-26,2,12.5211,-69.9683,Aruba,73,Europe
4,16,Netherlands,2020-04-26,1,12.1696,-68.99,Curacao,11,Europe
28,74,Netherlands,2020-04-26,13,18.0425,-63.0548,Sint Maarten,33,Europe
33370,37845,Netherlands,2020-04-26,4475,52.1326,5.2913,,0,Europe
270,1469,New Zealand,2020-04-26,19,-40.9006,174.886,,1180,Western Pacific
3,13,Nicaragua,2020-04-26,3,12.865416,-85.207229,,7,Americas
317,696,Niger,2020-04-26,29,17.607789,8.081666,,350,Africa
994,1273,Nigeria,2020-04-26,40,9.082,8.6753,,239,Africa
825,1386,North Macedonia,2020-04-26,61,41.6086,21.7453,,500,Europe
7294,7527,Norway,2020-04-26,201,60.472,8.4689,,32,Europe
1655,1998,Oman,2020-04-26,10,21.512583,55.92325500000001,,333,Eastern Mediterranean
10594,13915,Pakistan,2020-04-26,292,30.3753,69.3451,,3029,Eastern Mediterranean
5276,5779,Panama,2020-04-26,165,8.538,-80.7821,,338,Americas
8,8,Papua New Guinea,2020-04-26,0,-6.314993,143.95555,,0,Western Pacific
134,228,Paraguay,2020-04-26,9,-23.4425,-58.4438,,85,Americas
18701,27517,Peru,2020-04-26,728,-9.19,-75.0152,,8088,Americas
6216,7579,Philippines,2020-04-26,501,12.879721,121.77401699999999,,862,Western Pacific
8817,11617,Poland,2020-04-26,535,51.9194,19.1451,,2265,Europe
21632,23864,Portugal,2020-04-26,903,39.3999,-8.2245,,1329,Europe
9265,10287,Qatar,2020-04-26,10,25.3548,51.1839,,1012,Eastern Mediterranean
7363,11036,Romania,2020-04-26,619,45.9432,24.9668,,3054,Europe
73435,80949,Russia,2020-04-26,747,61.52401,105.31875600000001,,6767,Europe
99,191,Rwanda,2020-04-26,0,-1.9403,29.8739,,92,Africa
0,15,Saint Lucia,2020-04-26,0,13.9094,-60.9789,,15,Americas
9,14,Saint Vincent and the Grenadines,2020-04-26,0,12.9843,-61.2872,,5,Americas
433,538,San Marino,2020-04-26,41,43.9424,12.4578,,64,Europe
15026,17522,Saudi Arabia,2020-04-26,139,23.885942,45.079162,,2357,Eastern Mediterranean
379,671,Senegal,2020-04-26,9,14.4974,-14.4524,,283,Africa
6704,8042,Serbia,2020-04-26,156,44.0165,21.0059,,1182,Europe
5,11,Seychelles,2020-04-26,0,-4.6796,55.492,,6,Africa
12552,13624,Singapore,2020-04-26,12,1.2833,103.8333,,1060,Western Pacific
967,1379,Slovakia,2020-04-26,18,48.669,19.699,,394,Europe
1093,1396,Slovenia,2020-04-26,82,46.1512,14.9955,,221,Europe
403,436,Somalia,2020-04-26,23,5.152149,46.199616,,10,Eastern Mediterranean
2986,4546,South Africa,2020-04-26,87,-30.5595,22.9375,,1473,Africa
86072,207634,Spain,2020-04-26,23190,40.463667,-3.7492199999999998,,98372,Europe
396,523,Sri Lanka,2020-04-26,7,7.873054,80.77179699999998,,120,South-East Asia
196,237,Sudan,2020-04-26,21,12.8628,30.2176,,20,Eastern Mediterranean
2,10,Suriname,2020-04-26,1,3.9193,-56.0278,,7,Americas
16446,18640,Sweden,2020-04-26,2194,60.128161,18.643501,,0,Europe
5651,29061,Switzerland,2020-04-26,1610,46.8182,8.2275,,21800,Europe
142,429,Taiwan*,2020-04-26,6,23.7,121.0,,281,Western Pacific
241,299,Tanzania,2020-04-26,10,-6.369028,34.888822,,48,Africa
277,2922,Thailand,2020-04-26,51,15.870032,100.992541,,2594,South-East Asia
30,98,Togo,2020-04-26,6,8.6195,0.8248,,62,Africa
53,115,Trinidad and Tobago,2020-04-26,8,10.6918,-61.2225,,54,Americas
695,949,Tunisia,2020-04-26,38,33.886917,9.537499,,216,Eastern Mediterranean
78185,110130,Turkey,2020-04-26,2805,38.9637,35.2433,,29140,Europe
33,79,Uganda,2020-04-26,0,1.373333,32.290275,,46,Africa
7568,8617,Ukraine,2020-04-26,209,48.3794,31.1656,,840,Europe
8295,10349,United Arab Emirates,2020-04-26,76,23.424076,53.847818000000004,,1978,Eastern Mediterranean
65,109,United Kingdom,2020-04-26,5,32.3078,-64.7505,Bermuda,39,Europe
61,70,United Kingdom,2020-04-26,1,19.3133,-81.2546,Cayman Islands,8,Europe
158,525,United Kingdom,2020-04-26,35,49.3723,-2.3644,Channel Islands,332,Europe
10,141,United Kingdom,2020-04-26,0,36.1408,-5.3536,Gibraltar,131,Europe
43,308,United Kingdom,2020-04-26,18,54.2361,-4.5481,Isle of Man,247,Europe
8,11,United Kingdom,2020-04-26,1,16.742498,-62.187366000000004,Montserrat,2,Europe
133659,157729,United Kingdom,2020-04-26,24070,55.3781,-3.4360000000000004,,0,Europe
216,606,Uruguay,2020-04-26,15,-32.5228,-55.7658,,375,Americas
805720,968518,US,2020-04-26,55810,40.0,-100.0,,106988,Americas
1072,1869,Uzbekistan,2020-04-26,8,41.377491,64.585262,,789,Europe
178,325,Venezuela,2020-04-26,10,6.4238,-66.5897,,137,Americas
45,270,Vietnam,2020-04-26,0,14.058323999999999,108.277199,,225,Western Pacific
43,88,Zambia,2020-04-26,3,-13.133897,27.849332,,42,Africa
25,31,Zimbabwe,2020-04-26,4,-19.015438,29.154857,,2,Africa
3,16,Dominica,2020-04-26,0,15.415,-61.371,,13,Americas
11,18,Grenada,2020-04-26,0,12.1165,-61.678999999999995,,7,Americas
76,76,Mozambique,2020-04-26,0,-18.665695,35.529562,,0,Africa
40,43,Syria,2020-04-26,3,34.802075,38.99681500000001,,0,Eastern Mediterranean
24,24,Timor-Leste,2020-04-26,0,-8.874217,125.727539,,0,South-East Asia
11,18,Belize,2020-04-26,2,17.1899,-88.4976,,5,Americas
12,19,Laos,2020-04-26,0,19.856270000000002,102.495496,,7,Western Pacific
41,61,Libya,2020-04-26,2,26.3351,17.228331,,18,Eastern Mediterranean
257,342,West Bank and Gaza,2020-04-26,2,31.9522,35.2332,,83,Eastern Mediterranean
49,53,Guinea-Bissau,2020-04-26,1,11.8037,-15.1804,,3,Africa
254,389,Mali,2020-04-26,23,17.570692,-3.996166000000001,,112,Africa
13,15,Saint Kitts and Nevis,2020-04-26,0,17.357822,-62.782998,,2,Americas
5,5,Canada,2020-04-26,0,64.8255,-124.8457,Northwest Territories,0,Americas
11,11,Canada,2020-04-26,0,64.2823,-135.0,Yukon,0,Americas
576,763,Kosovo,2020-04-26,21,42.602636,20.902977,,166,Europe
131,146,Burma,2020-04-26,5,21.9162,95.956,,10,South-East Asia
2,3,United Kingdom,2020-04-26,0,18.2206,-63.0686,Anguilla,1,Europe
2,6,United Kingdom,2020-04-26,1,18.4207,-64.64,British Virgin Islands,3,Europe
6,11,United Kingdom,2020-04-26,1,21.69400000000001,-71.7979,Turks and Caicos Islands,4,Europe
21,22,Botswana,2020-04-26,1,-22.3285,24.6849,,0,Africa
6,11,Burundi,2020-04-26,1,-3.3731,29.9189,,4,Africa
79,93,Sierra Leone,2020-04-26,4,8.460555000000001,-11.779889,,10,Africa
27,34,Malawi,2020-04-26,3,-13.2543,34.3015,,4,Africa
2,13,United Kingdom,2020-04-26,0,-51.7963,-59.5236,Falkland Islands (Malvinas),11,Europe
1,1,France,2020-04-26,0,46.8852,-56.3159,Saint Pierre and Miquelon,0,Europe
6,6,South Sudan,2020-04-26,0,6.8770000000000024,31.307,,0,Africa
1,6,Western Sahara,2020-04-26,0,24.2155,-12.8858,,5,Africa
4,4,Sao Tome and Principe,2020-04-26,0,0.1864,6.6131,,0,Africa
0,1,Yemen,2020-04-26,0,15.552726999999999,48.516388,,1,Eastern Mediterranean
0,0,Comoros,2020-04-26,0,-11.6455,43.3333,,0,Africa
0,0,Tajikistan,2020-04-26,0,38.861,71.2761,,0,Europe
0,0,Lesotho,2020-04-26,0,-29.61,28.2336,,0,Africa
1426,1703,Afghanistan,2020-04-27,57,33.93911,67.709953,,220,Eastern Mediterranean
286,736,Albania,2020-04-27,28,41.1533,20.1683,,422,Europe
1527,3517,Algeria,2020-04-27,432,28.0339,1.6596,,1558,Africa
318,743,Andorra,2020-04-27,40,42.5063,1.5218,,385,Europe
19,27,Angola,2020-04-27,2,-11.2027,17.8739,,6,Africa
10,24,Antigua and Barbuda,2020-04-27,3,17.0608,-61.7964,,11,Americas
2666,4003,Argentina,2020-04-27,197,-38.4161,-63.6167,,1140,Americas
931,1808,Armenia,2020-04-27,29,40.0691,45.0382,,848,Europe
3,106,Australia,2020-04-27,3,-35.4735,149.0124,Australian Capital Territory,100,Western Pacific
743,3004,Australia,2020-04-27,34,-33.8688,151.2093,New South Wales,2227,Western Pacific
5,28,Australia,2020-04-27,0,-12.4634,130.8456,Northern Territory,23,Western Pacific
101,1033,Australia,2020-04-27,6,-27.4698,153.0251,Queensland,926,Western Pacific
20,438,Australia,2020-04-27,4,-34.9285,138.6007,South Australia,414,Western Pacific
71,214,Australia,2020-04-27,11,-42.8821,147.3272,Tasmania,132,Western Pacific
52,1349,Australia,2020-04-27,17,-37.8136,144.9631,Victoria,1280,Western Pacific
55,549,Australia,2020-04-27,8,-31.9505,115.8605,Western Australia,486,Western Pacific
2363,15274,Austria,2020-04-27,549,47.5162,14.5501,,12362,Europe
494,1678,Azerbaijan,2020-04-27,22,40.1431,47.5769,,1162,Europe
47,80,Bahamas,2020-04-27,11,25.025885,-78.035889,,22,Americas
1497,2723,Bahrain,2020-04-27,8,26.0275,50.55,,1218,Eastern Mediterranean
5630,5913,Bangladesh,2020-04-27,152,23.685,90.3563,,131,South-East Asia
35,80,Barbados,2020-04-27,6,13.1939,-59.5432,,39,Americas
9474,11289,Belarus,2020-04-27,75,53.7098,27.9534,,1740,Europe
28602,46687,Belgium,2020-04-27,7207,50.8333,4.469936,,10878,Europe
30,64,Benin,2020-04-27,1,9.3077,2.3158,,33,Africa
3,7,Bhutan,2020-04-27,0,27.5142,90.4336,,4,South-East Asia
863,1014,Bolivia,2020-04-27,53,-16.2902,-63.5887,,98,Americas
846,1565,Bosnia and Herzegovina,2020-04-27,60,43.9159,17.6791,,659,Europe
31701,67446,Brazil,2020-04-27,4603,-14.235,-51.9253,,31142,Americas
13,138,Brunei,2020-04-27,1,4.5353,114.7277,,124,Western Pacific
1099,1363,Bulgaria,2020-04-27,58,42.7339,25.4858,,206,Europe
124,635,Burkina Faso,2020-04-27,42,12.2383,-1.5616,,469,Africa
107,109,Cabo Verde,2020-04-27,1,16.5388,-23.0418,,1,Africa
3,122,Cambodia,2020-04-27,0,11.55,104.9167,,119,Western Pacific
842,1705,Cameroon,2020-04-27,58,3.8480000000000003,11.5021,,805,Africa
4621,4696,Canada,2020-04-27,75,53.9333,-116.5765,Alberta,0,Americas
1894,1998,Canada,2020-04-27,104,53.7267,-127.6476,British Columbia,0,Americas
267,273,Canada,2020-04-27,6,53.7609,-98.8139,Manitoba,0,Americas
118,118,Canada,2020-04-27,0,46.5653,-66.4619,New Brunswick,0,Americas
255,258,Canada,2020-04-27,3,53.1355,-57.6604,Newfoundland and Labrador,0,Americas
876,900,Canada,2020-04-27,24,44.681999999999995,-63.7443,Nova Scotia,0,Americas
14947,15970,Canada,2020-04-27,1023,51.2538,-85.3232,Ontario,0,Americas
26,26,Canada,2020-04-27,0,46.5107,-63.4168,Prince Edward Island,0,Americas
23383,24983,Canada,2020-04-27,1600,52.9399,-73.5491,Quebec,0,Americas
360,365,Canada,2020-04-27,5,52.9399,-106.4509,Saskatchewan,0,Americas
9,19,Central African Republic,2020-04-27,0,6.6111,20.9394,,10,Africa
31,46,Chad,2020-04-27,0,15.4542,18.7322,,15,Africa
7967,15492,Chile,2020-04-27,198,-35.6751,-71.543,,7327,Americas
0,991,China,2020-04-27,6,31.8257,117.2264,Anhui,985,Western Pacific
48,593,China,2020-04-27,9,40.1824,116.4142,Beijing,536,Western Pacific
0,579,China,2020-04-27,6,30.0572,107.874,Chongqing,573,Western Pacific
5,355,China,2020-04-27,1,26.0789,117.9874,Fujian,349,Western Pacific
0,139,China,2020-04-27,2,35.7518,104.2861,Gansu,137,Western Pacific
32,1587,China,2020-04-27,8,23.3417,113.4244,Guangdong,1547,Western Pacific
0,254,China,2020-04-27,2,23.8298,108.7881,Guangxi,252,Western Pacific
0,147,China,2020-04-27,2,26.8154,106.8748,Guizhou,145,Western Pacific
0,168,China,2020-04-27,6,19.1959,109.7453,Hainan,162,Western Pacific
322,328,China,2020-04-27,6,39.549,116.1306,Hebei,0,Western Pacific
340,939,China,2020-04-27,13,47.861999999999995,127.7615,Heilongjiang,586,Western Pacific
1254,1276,China,2020-04-27,22,37.8957,114.9042,Henan,0,Western Pacific
246,1037,China,2020-04-27,4,22.3,114.2,Hong Kong,787,Western Pacific
0,68128,China,2020-04-27,4512,30.9756,112.2707,Hubei,63616,Western Pacific
0,1019,China,2020-04-27,4,27.6104,111.7088,Hunan,1015,Western Pacific
53,199,China,2020-04-27,1,44.0935,113.9448,Inner Mongolia,145,Western Pacific
7,653,China,2020-04-27,0,32.9711,119.455,Jiangsu,646,Western Pacific
0,937,China,2020-04-27,1,27.614,115.7221,Jiangxi,936,Western Pacific
10,110,China,2020-04-27,1,43.6661,126.1923,Jilin,99,Western Pacific
1,146,China,2020-04-27,2,41.2956,122.6085,Liaoning,143,Western Pacific
13,45,China,2020-04-27,0,22.1667,113.55,Macau,32,Western Pacific
0,75,China,2020-04-27,0,37.2692,106.1655,Ningxia,75,Western Pacific
0,18,China,2020-04-27,0,35.7452,95.9956,Qinghai,18,Western Pacific
30,286,China,2020-04-27,3,35.1917,108.8701,Shaanxi,253,Western Pacific
12,787,China,2020-04-27,7,36.3427,118.1498,Shandong,768,Western Pacific
56,644,China,2020-04-27,7,31.201999999999998,121.4491,Shanghai,581,Western Pacific
37,197,China,2020-04-27,0,37.5777,112.2922,Shanxi,160,Western Pacific
0,561,China,2020-04-27,3,30.6171,102.7103,Sichuan,558,Western Pacific
5,190,China,2020-04-27,3,39.3054,117.323,Tianjin,182,Western Pacific
0,1,China,2020-04-27,0,31.6927,88.0924,Tibet,1,Western Pacific
0,76,China,2020-04-27,3,41.1129,85.2401,Xinjiang,73,Western Pacific
2,185,China,2020-04-27,2,24.974,101.48700000000001,Yunnan,181,Western Pacific
6,1268,China,2020-04-27,1,29.1832,120.0934,Zhejiang,1261,Western Pacific
4134,5597,Colombia,2020-04-27,253,4.5709,-74.2973,,1210,Americas
175,200,Congo (Brazzaville),2020-04-27,6,-0.228,15.8277,,19,Africa
381,459,Congo (Kinshasa),2020-04-27,28,-4.0383,21.7587,,50,Africa
404,697,Costa Rica,2020-04-27,6,9.7489,-83.7534,,287,Americas
651,1164,Cote d'Ivoire,2020-04-27,14,7.54,-5.5471,,499,Africa
814,2039,Croatia,2020-04-27,59,45.1,15.2,,1166,Europe
808,1389,Cuba,2020-04-27,56,21.521757,-77.78116700000002,,525,Americas
659,822,Cyprus,2020-04-27,15,35.1264,33.4299,,148,Europe
4396,7445,Czechia,2020-04-27,223,49.8175,15.472999999999999,,2826,Europe
9,187,Denmark,2020-04-27,0,61.8926,-6.9118,Faroe Islands,178,Europe
0,11,Greenland,2020-04-27,0,71.7069,-42.6043,Greenland,11,Europe
2312,8698,Denmark,2020-04-27,427,56.2639,9.5018,,5959,Europe
556,1035,Djibouti,2020-04-27,2,11.8251,42.5903,,477,Eastern Mediterranean
5018,6293,Dominican Republic,2020-04-27,282,18.7357,-70.1627,,993,Americas
21020,23240,Ecuador,2020-04-27,663,-1.8312,-78.1834,,1557,Americas
3209,4782,Egypt,2020-04-27,337,26.820553000000004,30.802497999999996,,1236,Eastern Mediterranean
226,323,El Salvador,2020-04-27,8,13.7942,-88.8965,,89,Americas
248,258,Equatorial Guinea,2020-04-27,1,1.6508,10.2679,,9,Africa
26,39,Eritrea,2020-04-27,0,15.1794,39.7823,,13,Africa
1364,1647,Estonia,2020-04-27,50,58.5953,25.0136,,233,Europe
54,65,Eswatini,2020-04-27,1,-26.5225,31.4659,,10,Africa
71,124,Ethiopia,2020-04-27,3,9.145,40.4897,,50,Africa
6,18,Fiji,2020-04-27,0,-17.7134,178.065,,12,Western Pacific
2002,4695,Finland,2020-04-27,193,61.92411,25.748151,,2500,Europe
23,111,France,2020-04-27,1,3.9339,-53.1258,French Guiana,87,Europe
14,57,France,2020-04-27,0,-17.6797,149.4068,French Polynesia,43,Europe
55,149,France,2020-04-27,12,16.265,-61.551,Guadeloupe,82,Europe
253,401,France,2020-04-27,4,-12.8275,45.166244,Mayotte,144,Europe
1,18,France,2020-04-27,0,-20.904304999999997,165.618042,New Caledonia,17,Europe
118,418,France,2020-04-27,0,-21.1151,55.5364,Reunion,300,Europe
0,6,France,2020-04-27,0,17.9,-62.8333,Saint Barthelemy,6,Europe
11,38,France,2020-04-27,3,18.0708,-63.0501,St Martin,24,Europe
84,175,France,2020-04-27,14,14.6415,-61.0242,Martinique,77,Europe
96594,164589,France,2020-04-27,23262,46.2276,2.2137,,44733,Europe
165,211,Gabon,2020-04-27,3,-0.8037,11.6094,,43,Africa
1,10,Gambia,2020-04-27,1,13.4432,-15.3101,,8,Africa
335,497,Georgia,2020-04-27,6,42.3154,43.3569,,156,Europe
38132,158758,Germany,2020-04-27,6126,51.165690999999995,10.451526,,114500,Europe
1384,1550,Ghana,2020-04-27,11,7.9465,-1.0232,,155,Africa
1821,2534,Greece,2020-04-27,136,39.0742,21.8243,,577,Europe
466,530,Guatemala,2020-04-27,15,15.7835,-90.2308,,49,Americas
910,1163,Guinea,2020-04-27,7,9.9456,-9.6966,,246,Africa
51,74,Guyana,2020-04-27,8,4.860416000000002,-58.93018000000001,,15,Americas
62,76,Haiti,2020-04-27,6,18.9712,-72.2852,,8,Americas
7,9,Holy See,2020-04-27,0,41.9029,12.4534,,2,Europe
521,661,Honduras,2020-04-27,61,15.2,-86.2419,,79,Americas
1805,2583,Hungary,2020-04-27,280,47.1625,19.5033,,498,Europe
158,1792,Iceland,2020-04-27,10,64.9631,-19.0208,,1624,Europe
21375,29451,India,2020-04-27,939,20.593684,78.96288,,7137,South-East Asia
7180,9096,Indonesia,2020-04-27,765,-0.7893,113.9213,,1151,South-East Asia
14733,91472,Iran,2020-04-27,5806,32.427908,53.68804599999999,,70933,Eastern Mediterranean
473,1847,Iraq,2020-04-27,88,33.223191,43.679291,,1286,Eastern Mediterranean
9313,19648,Ireland,2020-04-27,1102,53.1424,-7.6921,,9233,Europe
8151,15555,Israel,2020-04-27,204,31.046051000000002,34.851612,,7200,Europe
105813,199414,Italy,2020-04-27,26977,41.87194,12.56738,,66624,Europe
328,364,Jamaica,2020-04-27,7,18.1096,-77.2975,,29,Americas
11260,13576,Japan,2020-04-27,417,36.204824,138.252924,,1899,Western Pacific
100,449,Jordan,2020-04-27,7,31.24,36.51,,342,Eastern Mediterranean
2090,2835,Kazakhstan,2020-04-27,25,48.0196,66.9237,,720,Europe
235,363,Kenya,2020-04-27,14,-0.0236,37.9062,,114,Africa
1654,10752,South Korea,2020-04-27,244,35.90775700000001,127.766922,,8854,Western Pacific
