Active,Confirmed,Country/Region,Date,Deaths,Lat,Long,Province/State,Recovered,WHO Region
305,509,Tanzania,2020-07-27,21,-6.369028,34.888822,,183,Africa
128,3297,Thailand,2020-07-27,58,15.870032,100.992541,,3111,South-East Asia
249,874,Togo,2020-07-27,18,8.6195,0.8248,,607,Africa
12,148,Trinidad and Tobago,2020-07-27,8,10.6918,-61.2225,,128,Americas
248,1455,Tunisia,2020-07-27,50,33.886917,9.537499,,1157,Eastern Mediterranean
10920,227019,Turkey,2020-07-27,5630,38.9637,35.2433,,210469,Europe
140,1128,Uganda,2020-07-27,2,1.373333,32.290275,,986,Africa
28258,67096,Ukraine,2020-07-27,1636,48.3794,31.1656,,37202,Europe
6322,59177,United Arab Emirates,2020-07-27,345,23.424076,53.847818000000004,,52510,Eastern Mediterranean
4,154,United Kingdom,2020-07-27,9,32.3078,-64.7505,Bermuda,141,Europe
0,203,United Kingdom,2020-07-27,1,19.3133,-81.2546,Cayman Islands,202,Europe
4,584,United Kingdom,2020-07-27,47,49.3723,-2.3644,Channel Islands,533,Europe
5,185,United Kingdom,2020-07-27,0,36.1408,-5.3536,Gibraltar,180,Europe
0,336,United Kingdom,2020-07-27,24,54.2361,-4.5481,Isle of Man,312,Europe
1,12,United Kingdom,2020-07-27,1,16.742498,-62.187366000000004,Montserrat,10,Europe
254352,300111,United Kingdom,2020-07-27,45759,55.3781,-3.4360000000000004,,0,Europe
216,1202,Uruguay,2020-07-27,35,-32.5228,-55.7658,,951,Americas
2816444,4290259,US,2020-07-27,148011,40.0,-100.0,,1325804,Americas
9414,21209,Uzbekistan,2020-07-27,121,41.377491,64.585262,,11674,Europe
5883,15988,Venezuela,2020-07-27,146,6.4238,-66.5897,,9959,Americas
66,431,Vietnam,2020-07-27,0,14.058323999999999,108.277199,,365,Western Pacific
1597,4552,Zambia,2020-07-27,140,-13.133897,27.849332,,2815,Africa
2126,2704,Zimbabwe,2020-07-27,36,-19.015438,29.154857,,542,Africa
0,18,Dominica,2020-07-27,0,15.415,-61.371,,18,Americas
0,23,Grenada,2020-07-27,0,12.1165,-61.678999999999995,,23,Americas
1690,1701,Mozambique,2020-07-27,11,-18.665695,35.529562,,0,Africa
634,674,Syria,2020-07-27,40,34.802075,38.99681500000001,,0,Eastern Mediterranean
24,24,Timor-Leste,2020-07-27,0,-8.874217,125.727539,,0,South-East Asia
20,48,Belize,2020-07-27,2,17.1899,-88.4976,,26,Americas
1,20,Laos,2020-07-27,0,19.856270000000002,102.495496,,19,Western Pacific
2186,2827,Libya,2020-07-27,64,26.3351,17.228331,,577,Eastern Mediterranean
6791,10621,West Bank and Gaza,2020-07-27,78,31.9522,35.2332,,3752,Eastern Mediterranean
1125,1954,Guinea-Bissau,2020-07-27,26,11.8037,-15.1804,,803,Africa
476,2513,Mali,2020-07-27,124,17.570692,-3.996166000000001,,1913,Africa
2,17,Saint Kitts and Nevis,2020-07-27,0,17.357822,-62.782998,,15,Americas
5,5,Canada,2020-07-27,0,64.8255,-124.8457,Northwest Territories,0,Americas
14,14,Canada,2020-07-27,0,64.2823,-135.0,Yukon,0,Americas
3201,7413,Kosovo,2020-07-27,185,42.602636,20.902977,,4027,Europe
52,350,Burma,2020-07-27,6,21.9162,95.956,,292,South-East Asia
0,3,United Kingdom,2020-07-27,0,18.2206,-63.0686,Anguilla,3,Europe
0,8,United Kingdom,2020-07-27,1,18.4207,-64.64,British Virgin Islands,7,Europe
61,99,United Kingdom,2020-07-27,2,21.69400000000001,-71.7979,Turks and Caicos Islands,36,Europe
674,739,Botswana,2020-07-27,2,-22.3285,24.6849,,63,Africa
76,378,Burundi,2020-07-27,1,-3.3731,29.9189,,301,Africa
400,1783,Sierra Leone,2020-07-27,66,8.460555000000001,-11.779889,,1317,Africa
1920,3664,Malawi,2020-07-27,99,-13.2543,34.3015,,1645,Africa
0,13,United Kingdom,2020-07-27,0,-51.7963,-59.5236,Falkland Islands (Malvinas),13,Europe
3,4,France,2020-07-27,0,46.8852,-56.3159,Saint Pierre and Miquelon,1,Europe
1084,2305,South Sudan,2020-07-27,46,6.8770000000000024,31.307,,1175,Africa
1,10,Western Sahara,2020-07-27,1,24.2155,-12.8858,,8,Africa
117,865,Sao Tome and Principe,2020-07-27,14,0.1864,6.6131,,734,Africa
375,1691,Yemen,2020-07-27,483,15.552726999999999,48.516388,,833,Eastern Mediterranean
19,354,Comoros,2020-07-27,7,-11.6455,43.3333,,328,Africa
1147,7235,Tajikistan,2020-07-27,60,38.861,71.2761,,6028,Europe
365,505,Lesotho,2020-07-27,12,-29.61,28.2336,,128,Africa
